,tb_latitude,tb_longitude,collision_severity,type_of_collision,mviw,ped_action,DRIVE_DANGER_SCORE,WALK_DANGER_SCORE,AVERAGE_SCORE
11487,37.7807914833764,-122.399616232554,Injury (Complaint of Pain),Sideswipe,Motor Vehicle on Other Roadway,No Pedestrian Involved,2,0,1.0
11488,37.7136414667699,-122.449341359635,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
11489,37.7732959837189,-122.471714643491,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11490,37.7639676178875,-122.421795483989,Injury (Other Visible),Sideswipe,Bicycle,No Pedestrian Involved,2,0,1.0
11491,37.7698676980341,-122.422364818466,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11492,37.7597844934532,-122.477936679745,Injury (Complaint of Pain),Head-On,Fixed Object,No Pedestrian Involved,1,0,0.5
11493,37.714266408548,-122.467975406962,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,8,4.5
11494,37.8056184792827,-122.413604167541,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11495,37.7772291327655,-122.421358641858,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11496,37.7135623512718,-122.400037878251,Injury (Complaint of Pain),Other,Motor Vehicle on Other Roadway,No Pedestrian Involved,2,0,1.0
11497,37.7964927616746,-122.410075970482,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11498,37.7646631160863,-122.407435229056,Injury (Complaint of Pain),Head-On,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
11499,37.7836926418996,-122.392840048126,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11500,37.7307358064173,-122.439142512147,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
11501,37.7617655819862,-122.42051539487,Injury (Other Visible),Other,Bicycle,No Pedestrian Involved,2,0,1.0
11502,37.7828166597483,-122.452336603051,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11503,37.7714769735218,-122.479717014593,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
11504,37.7731389474532,-122.471762123114,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
11505,37.7807409752682,-122.469571416455,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11506,37.7818744999841,-122.488085018476,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11507,37.7804703415444,-122.4169476054,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11508,37.7864096138183,-122.408036236035,Injury (Other Visible),Rear End,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11509,37.7789568645961,-122.421709307922,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11510,37.7374171475781,-122.46830960822,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11511,37.770629854128,-122.412479934946,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11512,37.7279206708995,-122.403713821071,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11513,37.7713866420805,-122.426927900146,Injury (Other Visible),Head-On,Fixed Object,No Pedestrian Involved,3,0,1.5
11514,37.7840299895196,-122.454617802866,Injury (Severe),Hit Object,Fixed Object,No Pedestrian Involved,4,0,2.0
11515,37.7114557333231,-122.452668961781,Injury (Complaint of Pain),Broadside,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
11516,37.7087380327154,-122.415049086116,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
11517,37.7488959715133,-122.43385110349,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11518,37.727789703576,-122.402105120151,Injury (Other Visible),Rear End,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11519,37.7535691809318,-122.423028463255,Injury (Severe),Broadside,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
11520,37.7953162714904,-122.426699600242,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11521,37.780971183063,-122.408708673534,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11522,37.7703485164612,-122.409735889875,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11523,37.8064519755913,-122.43636755554,Fatal,Hit Object,Not Stated,No Pedestrian Involved,1,0,0.5
11524,37.7760160593194,-122.393065797492,Injury (Other Visible),Overturned,Parked Motor Vehicle,No Pedestrian Involved,3,0,1.5
11525,37.7146473880819,-122.447267314698,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11526,37.7842851903498,-122.4098145465,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
11527,37.7812357671787,-122.418808451138,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11528,37.7892484161142,-122.445758037223,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11529,37.7373245359662,-122.424051558039,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11530,37.7341704633066,-122.387909633011,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11531,37.7953162714904,-122.426699600242,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11532,37.7481605558175,-122.418237204071,Injury (Other Visible),Rear End,Bicycle,No Pedestrian Involved,2,0,1.0
11533,37.8049053132412,-122.425368734022,Injury (Other Visible),Head-On,Fixed Object,No Pedestrian Involved,3,0,1.5
11534,37.7524396450037,-122.415172289159,Injury (Other Visible),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11535,37.7386158702056,-122.399084570347,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11536,37.7729954059775,-122.445902365946,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11537,37.7751291433666,-122.420937913229,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11538,37.7833108898927,-122.417528773168,Fatal,Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,2,10,6.0
11539,37.752572757089,-122.412995174457,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11540,37.774121230576,-122.414465357882,Injury (Other Visible),Other,Not Stated,No Pedestrian Involved,0,0,0.0
11541,37.7524741885978,-122.416274918527,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11542,37.7310323550774,-122.471797435888,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11543,37.7238447678744,-122.456086758613,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11544,37.795875004162,-122.400485536746,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11545,37.7992123669884,-122.440977561708,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11546,37.7792440306213,-122.442053309532,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11547,37.780535386375,-122.408160793737,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
11548,37.7611554766248,-122.430573567837,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11549,37.7562278191996,-122.417728376511,Injury (Other Visible),Rear End,Parked Motor Vehicle,No Pedestrian Involved,3,0,1.5
11550,37.806128378819,-122.409514733859,Fatal,Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",2,10,6.0
11551,37.7833850084546,-122.479597201478,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11552,37.8024897371396,-122.423087806861,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11553,37.7729033100298,-122.471828330231,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11554,37.7395662728545,-122.406978584772,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11555,37.7368945683791,-122.384382596023,Injury (Complaint of Pain),Rear End,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
11556,37.7879662861312,-122.418465027002,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11557,37.7842053065589,-122.39211876653,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11558,37.7096515216316,-122.463225182339,Injury (Other Visible),Broadside,Pedestrian,"In Road, Including Shoulder",1,6,3.5
11559,37.7632417597408,-122.46625506975,Injury (Complaint of Pain),Overturned,Non-Collision,No Pedestrian Involved,1,0,0.5
11560,37.7802601327435,-122.418598509466,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11561,37.8009082091311,-122.443034623759,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11562,37.7905782588855,-122.420687382658,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11563,37.7333108267992,-122.432974116008,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11564,37.7976541399907,-122.400863175915,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11565,37.7316857328881,-122.419807500803,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11566,37.761653158029,-122.478061976761,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
11567,37.7722221793427,-122.418352033312,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11568,37.7685373874618,-122.415613781476,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11569,37.7944340072644,-122.397796257466,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11570,37.7513669032326,-122.406186564441,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
11571,37.7792116855019,-122.410936573592,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk Not at Intersection,0,3,1.5
11572,37.7809268554627,-122.413676360649,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11573,37.7814203524276,-122.41714011187,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
11574,37.7358404573648,-122.389191611416,Injury (Complaint of Pain),Broadside,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
11575,37.7821774375218,-122.449047324637,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11576,37.8025572823214,-122.438000200802,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11577,37.7740849748937,-122.422407116539,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11578,37.734838681042,-122.392423897799,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
11579,37.7853726477759,-122.431366396652,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11580,37.7765683826706,-122.398755449781,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11581,37.7798612853364,-122.389590696217,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
11582,37.7779718086486,-122.488875521553,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11583,37.7186340558954,-122.441317765384,Injury (Other Visible),Not Stated,Not Stated,No Pedestrian Involved,0,0,0.0
11584,37.7768682298905,-122.472039541739,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11585,37.7768682298905,-122.472039541739,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11586,37.7540135956364,-122.443013012988,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11587,37.8054401002458,-122.422451370562,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",0,3,1.5
11588,37.7324386577961,-122.405607548138,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11589,37.772957392491,-122.423758378559,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
11590,37.7641022717688,-122.435317297764,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11591,37.8034126391845,-122.423274961867,Injury (Severe),Head-On,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
11592,37.7930603004478,-122.401126340971,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11593,37.7503722403607,-122.42272561063,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11594,37.7683400461994,-122.40781210586,Fatal,Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,2,10,6.0
11595,37.7683400461994,-122.40781210586,Fatal,Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,2,10,6.0
11596,37.7787628957345,-122.472201364128,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11597,37.7690012692789,-122.386296380932,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",0,3,1.5
11598,37.7804758504027,-122.476169189626,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11599,37.7282873071824,-122.44441112658,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
11600,37.78289412149,-122.420817003265,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
11601,37.7909731915997,-122.41739133632,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",1,6,3.5
11602,37.7772539181899,-122.458580630012,Injury (Complaint of Pain),Head-On,Bicycle,No Pedestrian Involved,1,0,0.5
11603,37.7842624324665,-122.417501946355,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
11604,37.7553296224966,-122.389001460679,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11605,37.763030870163,-122.426228477893,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11606,37.7848525208133,-122.41446968486,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
11607,37.7171738689179,-122.472572454704,Injury (Other Visible),Head-On,Fixed Object,No Pedestrian Involved,3,0,1.5
11608,37.7842739332341,-122.409903326902,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",1,6,3.5
11609,37.806657733297,-122.42055996472,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11610,37.778850928825,-122.430047264675,Injury (Complaint of Pain),Other,Not Stated,No Pedestrian Involved,0,0,0.0
11611,37.7723830968702,-122.42268308361,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11612,37.7112721414442,-122.392609027486,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11613,37.7619798764889,-122.421605116059,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
11614,37.7249497014961,-122.46121054772,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11615,37.7234570073184,-122.454115753319,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
11616,37.7656359103557,-122.409986414256,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
11617,37.7211553067383,-122.447751554247,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11618,37.771723947029,-122.41689981862,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11619,37.7295681342589,-122.486285737029,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11620,37.7346003387805,-122.475088756389,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11621,37.7678690191533,-122.426693184474,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11622,37.777799011601,-122.400297759207,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11623,37.7224316039158,-122.39562276028,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
11624,37.7736352963795,-122.440921792499,Injury (Other Visible),Other,Non-Collision,No Pedestrian Involved,2,0,1.0
11625,37.760860584305,-122.414877316438,Injury (Complaint of Pain),Sideswipe,Other Object,No Pedestrian Involved,1,0,0.5
11626,37.7818236920344,-122.429225142696,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
11627,37.74010357249,-122.388764050202,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11628,37.7737693459474,-122.411610116918,Injury (Severe),Rear End,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
11629,37.7455680820661,-122.404228235325,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11630,37.7833363776162,-122.417323847585,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
11631,37.7322899625362,-122.389600599244,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
11632,37.7160223665607,-122.440128873933,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
11633,37.7311955355033,-122.422789656074,Injury (Other Visible),Overturned,Non-Collision,No Pedestrian Involved,2,0,1.0
